"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving"
"1801","Nantes","Ligue 1","Ignatius Ganago","CMR","FW,MF",56,38,38,30,40,63,89,38,65,57,22,76,86,43,47,38,66,42,78,81,78,42,81
"1802","Nantes","Ligue 1","Andrei Girotto","BRA","DF,MF",97,97,97,96,97,47,65,97,39,32,16,50,88,97,96,95,48,52,28,38,43,94,25
"1803","Nantes","Ligue 1","Evann Guessand","FRA","FW,MF",50,40,33,38,42,62,80,40,93,94,54,93,53,48,65,59,83,71,78,89,90,43,81
"1804","Nantes","Ligue 1","Jaouen Hadjam","ALG","DF",34,44,57,55,50,49,40,44,79,89,83,68,23,47,57,58,61,64,72,50,67,40,55
"1805","Nantes","Ligue 1","Abdoul Kader Bamba","FRA","FW,MF",7,7,6,8,9,14,14,7,8,7,7,10,10,10,9,8,11,13,42,9,33,9,33
"1806","Nantes","Ligue 1","Alban Lafont","FRA","GK",99,76,100,99,2,2,6,76,18,18,22,29,92,81,80,84,11,7,28,13,8,58,5
"1807","Nantes","Ligue 1","Quentin Merlin","FRA","DF",65,78,71,73,79,83,46,78,75,81,74,70,36,82,85,84,81,86,75,65,50,74,79
"1808","Nantes","Ligue 1","Mostafa Mohamed","EGY","FW",71,46,62,34,45,73,95,46,77,81,70,75,42,46,48,34,46,52,84,92,82,47,84
"1809","Nantes","Ligue 1","Florent Mollet","FRA","MF",43,49,40,43,55,67,53,49,62,57,29,65,59,56,60,55,65,47,52,58,65,50,70
"1810","Nantes","Ligue 1","Samuel Moutoussamy","COD","MF",81,81,66,68,92,67,65,81,65,74,77,60,34,89,89,87,77,77,59,67,78,83,57
"1811","Nantes","Ligue 1","Nicolas Pallois","FRA","DF",78,83,93,91,85,20,42,83,36,50,91,29,17,88,85,84,34,39,42,56,54,78,16
"1812","Nantes","Ligue 1","Moses Simon","NGA","FW,MF",81,63,21,45,52,93,95,63,96,93,26,98,77,75,92,91,100,96,98,89,93,68,97
"1813","Nantes","Ligue 1","Moussa Sissoko","FRA","MF",70,63,59,59,74,66,60,63,74,72,39,81,77,73,80,79,73,78,65,74,76,64,71
"1814","Nantes","Ligue 1","Charles Traore","MLI","DF",22,24,57,46,26,21,10,24,13,7,7,10,10,23,21,21,15,23,28,17,8,19,25
"1815","Nantes","Ligue 1","João Victor","BRA","DF",33,39,64,58,44,32,19,39,41,46,71,36,22,43,48,53,44,62,42,35,50,36,33
"1817","Napoli","Serie A","Bartosz Bereszyński","POL","DF",11,13,24,21,16,18,10,13,22,18,12,36,94,10,11,14,31,33,28,9,8,11,25
"1818","Napoli","Serie A","Diego Demme","GER","MF",10,20,21,19,30,14,6,20,22,26,65,22,21,23,20,20,20,13,28,17,16,25,9
"1819","Napoli","Serie A","Giovanni Di Lorenzo","ITA","DF",98,100,85,92,99,98,93,100,72,66,27,78,75,99,97,98,94,96,65,61,74,100,94
"1820","Napoli","Serie A","Elif Elmas","MKD","FW,MF",60,70,33,50,73,89,78,70,84,84,46,84,51,73,73,74,80,83,87,77,81,80,81
"1821","Napoli","Serie A","Gianluca Gaetano","ITA","MF",5,8,6,3,12,14,27,8,13,26,100,10,10,9,8,10,23,13,52,9,33,9,22
"1824","Napoli","Serie A","Khvicha Kvaratskhelia","GEO","FW",84,82,29,46,66,99,99,82,100,99,31,100,78,87,93,94,99,96,100,94,97,90,99
"1825","Napoli","Serie A","Stanislav Lobotka","SVK","MF",97,98,75,85,100,81,40,98,64,76,83,46,14,98,96,90,82,97,78,68,72,99,54
"1826","Napoli","Serie A","Hirving Lozano","MEX","FW",61,56,30,38,48,89,90,56,93,95,55,91,44,64,77,81,96,77,93,83,65,63,95
"1828","Napoli","Serie A","Kim Min-jae","KOR","DF",97,100,97,99,100,42,63,100,32,37,75,36,53,99,98,99,81,67,52,46,47,100,27
"1829","Napoli","Serie A","Tanguy Ndombele","FRA","MF",35,49,36,39,63,58,64,49,75,79,66,68,29,55,48,50,67,64,65,70,76,61,52
"1830","Napoli","Serie A","Mathías Olivera","URU","DF",62,85,67,76,87,87,75,85,69,60,22,70,54,85,77,83,90,89,80,63,82,86,70
"1831","Napoli","Serie A","Victor Osimhen","NGA","FW",86,53,58,28,40,91,100,53,93,86,22,94,64,53,55,44,79,67,95,99,97,59,95
"1832","Napoli","Serie A","Adam Ounas","ALG","FW",2,3,6,5,6,5,10,3,13,26,100,10,10,4,6,10,20,18,28,4,8,4,9
"1833","Napoli","Serie A","Matteo Politano","ITA","FW",47,55,33,45,46,87,84,55,86,84,40,87,59,60,77,80,95,85,95,76,59,62,89
"1834","Napoli","Serie A","Giacomo Raspadori","ITA","FW,MF",38,43,19,29,42,72,83,43,58,54,30,63,64,44,37,33,46,45,69,76,65,49,77
"1835","Napoli","Serie A","Amir Rrahmani","KVX","DF",82,97,95,96,98,39,64,97,26,32,80,29,46,97,97,98,60,64,42,35,27,98,22
"1836","Napoli","Serie A","Mário Rui","POR","DF",63,90,61,78,91,92,36,90,51,54,65,46,28,90,82,89,87,94,52,35,47,91,79
"1837","Napoli","Serie A","Giovanni Simeone","ARG","FW",21,19,19,13,21,39,60,19,49,50,52,46,34,23,23,18,42,42,59,71,65,23,51
"1839","Napoli","Serie A","Andre-Frank Zambo Anguissa","CMR","MF",96,99,68,79,99,98,92,99,91,91,50,93,62,98,96,89,87,92,78,97,97,99,89
"1841","Napoli","Serie A","Karim Zedadka","FRA","FW",2,3,10,4,5,5,14,3,8,7,7,10,10,3,3,5,15,7,42,9,8,4,22
"1842","Napoli","Serie A","Alessio Zerbin","ITA","FW",13,14,21,13,17,22,34,14,26,26,36,36,88,13,13,12,29,7,59,23,38,15,42
"1843","Napoli","Serie A","Piotr Zieliński","POL","MF",78,88,47,58,86,98,82,88,86,81,28,90,74,89,85,82,89,98,80,71,70,93,86
"1844","Newcastle Utd","Premier League","Miguel Almirón","PAR","FW",86,77,53,54,62,98,98,77,94,93,43,93,50,82,87,82,95,91,95,90,88,82,99
"1845","Newcastle Utd","Premier League","Elliot Anderson","SCO","MF,FW",21,25,26,27,23,51,74,25,68,60,23,70,57,25,29,33,63,56,85,35,57,25,53
"1846","Newcastle Utd","Premier League","Sven Botman","NED","DF",98,95,98,99,86,40,82,95,8,18,100,10,10,93,86,88,34,30,52,38,22,94,22
"1847","Newcastle Utd","Premier League","Dan Burn","ENG","DF",98,95,90,93,92,80,86,95,63,63,45,68,64,85,79,80,69,68,69,79,54,89,60
"1849","Newcastle Utd","Premier League","Ryan Fraser","SCO","FW",18,16,10,14,16,36,32,16,13,18,65,10,10,18,20,24,34,36,42,30,16,18,45
"1850","Newcastle Utd","Premier League","Anthony Gordon","ENG","FW,MF",24,25,21,21,25,48,63,25,58,50,22,70,89,26,34,33,58,52,84,58,38,27,59
"1851","Newcastle Utd","Premier League","Bruno Guimarães","BRA","MF",92,94,73,79,95,94,81,94,96,96,55,88,23,96,96,89,80,91,69,88,99,96,57
"1852","Newcastle Utd","Premier League","Alexander Isak","SWE","FW",59,44,34,24,38,80,94,44,91,91,46,91,53,47,56,59,80,84,93,83,85,49,87
"1853","Newcastle Utd","Premier League","Joelinton","BRA","MF,FW",90,88,77,72,89,93,93,88,98,98,53,96,40,84,84,81,91,90,87,97,98,89,91
"1857","Newcastle Utd","Premier League","Sean Longstaff","ENG","MF",87,81,67,69,84,86,90,81,65,54,15,79,92,77,63,56,60,58,78,81,89,83,85
"1860","Newcastle Utd","Premier League","Jacob Murphy","ENG","FW",50,44,34,32,40,77,89,44,79,70,18,83,66,47,55,65,92,80,96,54,82,48,90
"1862","Newcastle Utd","Premier League","Matt Ritchie","SCO","FW,MF",4,5,10,8,6,11,10,5,8,18,100,10,10,6,5,5,11,23,28,9,8,7,29
"1863","Newcastle Utd","Premier League","Allan Saint-Maximin","FRA","FW",46,45,21,36,38,79,90,45,96,98,74,93,34,53,78,85,97,93,98,76,89,50,84
"1864","Newcastle Utd","Premier League","Fabian Schär","SUI","DF",98,97,96,98,92,61,89,97,45,37,16,53,79,94,92,97,67,73,59,60,47,94,51
"1866","Newcastle Utd","Premier League","Matt Targett","ENG","DF",28,37,48,54,36,48,6,37,13,26,100,10,10,30,22,29,20,30,28,23,43,31,34
"1867","Newcastle Utd","Premier League","Kieran Trippier","ENG","DF",100,100,88,93,98,100,61,100,73,79,70,68,35,95,82,83,82,90,42,71,54,97,91
"1868","Newcastle Utd","Premier League","Joe Willock","ENG","MF",88,78,62,61,76,93,96,78,96,94,33,96,60,79,86,89,98,96,97,96,87,80,92
"1869","Newcastle Utd","Premier League","Callum Wilson","ENG","FW",69,38,29,18,35,72,97,38,74,66,22,81,77,41,39,39,67,54,90,97,93,43,86
"1870","Newcastle Utd","Premier League","Chris Wood","NZL","FW",22,17,29,14,19,30,46,17,13,18,65,10,10,11,7,7,11,13,28,43,38,17,45
"1871","Nice","Ligue 1","Ayoub Amraoui","MAR","DF,FW",17,20,33,36,22,26,10,20,22,26,65,22,21,26,24,28,29,30,28,17,16,23,39
"1872","Nice","Ligue 1","Youcef Atal","ALG","DF,MF",34,47,50,54,50,60,50,47,79,79,46,84,75,53,62,68,77,77,78,38,38,47,68
"1873","Nice","Ligue 1","Melvin Bard","FRA","DF",83,89,83,88,87,83,59,89,83,80,37,85,62,92,93,91,90,95,72,63,70,85,86
"1874","Nice","Ligue 1","Ross Barkley","ENG","MF,FW",40,45,33,42,50,64,61,45,58,66,75,57,41,54,56,57,71,78,75,43,84,49,60
"1875","Nice","Ligue 1","Alexis Beka Beka","FRA","MF,DF",23,29,36,35,37,37,19,29,51,54,65,53,55,37,44,44,44,50,59,40,43,31,40
"1876","Nice","Ligue 1","Reda Belahyane","FRA","MF",11,12,10,23,19,7,10,12,26,42,100,10,10,16,17,19,11,23,42,17,33,13,9
"1877","Nice","Ligue 1","Badredine Bouanani","ALG","FW,MF",36,38,10,31,37,64,70,38,82,86,69,79,41,49,61,63,82,69,89,63,65,44,80
"1878","Nice","Ligue 1","Hicham Boudaoui","ALG","MF",67,82,68,75,89,73,60,82,90,89,44,92,64,92,94,90,78,93,75,70,74,86,63
"1879","Nice","Ligue 1","Bilal Brahimi","ALG","FW,MF",35,38,10,28,38,68,63,38,73,77,68,70,41,49,62,61,80,69,80,71,62,45,82
"1880","Nice","Ligue 1","Joe Bryan","ENG","MF,DF",12,14,19,19,17,20,22,14,13,7,7,29,100,16,16,16,15,33,28,17,8,13,37
"1884","Nice","Ligue 1","Dante","BRA","DF",98,100,98,100,99,35,66,100,43,50,77,46,50,100,100,100,42,47,28,50,54,100,16
"1885","Nice","Ligue 1","Andy Delort","ALG","FW",34,27,26,16,30,49,72,27,43,37,22,53,85,33,32,27,31,36,42,65,54,32,61
"1886","Nice","Ligue 1","Sofiane Diop","FRA","MF,FW",47,55,38,49,58,74,68,55,79,77,43,83,74,68,77,71,85,83,80,81,79,61,77
"1887","Nice","Ligue 1","Amine Gouiri","FRA","FW,MF",14,12,16,11,12,27,27,12,18,7,7,29,92,14,17,16,34,23,52,30,38,14,39
"1888","Nice","Ligue 1","Rareş Ilie","ROU","MF,FW",10,9,10,11,10,20,22,9,29,42,92,22,14,12,14,15,31,47,42,17,57,10,24
"1889","Nice","Ligue 1","Gaëtan Laborde","FRA","FW",84,64,46,44,61,90,98,64,84,87,65,85,58,71,74,69,87,85,93,94,87,67,95
"1890","Nice","Ligue 1","Mario Lemina","GAB","MF,DF",36,52,63,62,66,34,24,52,51,63,87,46,28,65,63,59,48,54,28,20,16,59,30
"1891","Nice","Ligue 1","Jordan Lotomba","SUI","DF",82,88,83,84,88,82,50,88,91,93,66,88,39,91,97,97,95,98,69,81,84,85,81
"1892","Nice","Ligue 1","Antoine Mendy","FRA","DF",24,31,47,46,34,38,32,31,22,32,91,22,21,36,33,32,15,30,28,40,38,30,55
"1893","Nice","Ligue 1","Terem Moffi","NGA","FW",49,28,21,12,27,58,88,28,78,84,75,73,36,32,38,35,60,54,85,61,76,29,71
"1894","Nice","Ligue 1","Youssouf Ndayishimiye","BDI","MF,DF",27,36,58,56,44,23,27,36,26,32,80,22,16,46,44,49,31,45,42,35,27,39,22
"1895","Nice","Ligue 1","Nicolas Pépé","CIV","FW,MF",58,61,16,41,60,88,93,60,93,93,47,93,54,77,81,74,84,77,95,87,98,71,91
"1896","Nice","Ligue 1","Aaron Ramsey","WAL","MF",60,76,66,62,84,80,81,76,62,70,77,46,16,87,84,75,69,82,78,67,91,81,76
"1897","Nice","Ligue 1","Pablo Rosario","NED","MF,DF",63,72,76,74,80,57,46,72,54,46,22,63,81,84,79,79,54,64,28,60,59,78,57
"1899","Nice","Ligue 1","Calvin Stengs","NED","FW",14,14,6,12,15,31,24,14,39,46,80,36,26,19,24,25,39,47,42,26,27,17,37
"1900","Nice","Ligue 1","Khéphren Thuram-Ulie","FRA","MF",87,88,75,77,92,84,86,88,93,96,77,86,27,96,98,98,97,99,91,76,93,91,74
"1901","Nice","Ligue 1","Jean-Clair Todibo","FRA","DF",95,99,97,99,97,29,59,99,67,80,88,50,17,100,100,100,60,52,28,65,57,99,24
"1902","Nice","Ligue 1","Mattia Viti","ITA","DF",29,35,72,64,37,11,14,35,43,42,39,46,50,43,40,42,11,30,28,13,22,37,9
"1903","Nott'ham Forest","Premier League","Serge Aurier","CIV","DF",71,74,86,83,70,70,40,74,71,74,65,65,35,60,54,62,77,73,52,76,76,61,61
"1904","Nott'ham Forest","Premier League","Taiwo Awoniyi","NGA","FW",55,35,50,33,35,60,83,35,59,50,17,68,80,35,35,33,54,52,80,96,89,36,64
"1905","Nott'ham Forest","Premier League","André Ayew","GHA","FW,MF",18,12,34,12,15,23,30,12,29,18,8,42,92,9,11,9,20,23,52,17,33,11,37
"1907","Nott'ham Forest","Premier League","Willy Boly","CIV","DF",31,30,77,65,23,11,32,30,13,18,65,10,10,26,25,26,11,13,28,13,8,25,5
"1909","Nott'ham Forest","Premier League","Jack Colback","ENG","MF",24,19,43,34,23,16,10,19,22,32,91,10,10,14,15,17,26,30,28,23,16,15,16
"1910","Nott'ham Forest","Premier League","Steve Cook","ENG","DF",40,43,84,73,41,12,34,43,8,18,100,10,10,39,36,35,11,23,28,17,22,42,5
"1911","Nott'ham Forest","Premier League","Danilo","BRA","MF",41,32,54,48,35,39,54,32,55,70,89,42,16,27,26,30,46,42,72,60,50,24,44
"1912","Nott'ham Forest","Premier League","Emmanuel Dennis","NGA","FW,MF",32,29,21,31,26,56,75,29,85,77,23,88,66,32,39,45,64,56,78,77,85,29,68
"1913","Nott'ham Forest","Premier League","Felipe","BRA","DF",56,55,91,83,47,30,71,55,54,70,91,36,14,49,50,55,20,23,28,43,33,46,19
"1914","Nott'ham Forest","Premier League","Remo Freuler","SUI","MF",77,67,77,76,72,54,40,67,43,46,65,42,34,57,51,50,31,47,28,60,50,59,32
"1915","Nott'ham Forest","Premier League","Morgan Gibbs-White","ENG","MF,FW",96,82,48,57,78,97,90,82,96,97,55,96,57,77,80,80,93,96,92,99,96,81,92
"1918","Nott'ham Forest","Premier League","Brennan Johnson","WAL","FW,MF",96,56,30,42,51,87,96,55,95,92,29,96,61,53,74,79,96,90,98,97,85,55,92
"1919","Nott'ham Forest","Premier League","Cheikhou Kouyaté","SEN","MF",38,31,63,52,33,32,42,31,36,46,86,22,11,25,24,22,29,26,59,50,54,25,35
"1920","Nott'ham Forest","Premier League","Jesse Lingard","ENG","FW,MF",39,31,26,27,38,48,46,31,39,46,80,42,46,32,29,33,42,50,28,52,57,34,55
"1921","Nott'ham Forest","Premier League","Renan Lodi","BRA","DF",78,71,84,83,62,70,54,71,77,74,38,73,37,62,61,61,64,56,52,56,65,58,71
"1922","Nott'ham Forest","Premier League","Orel Mangala","BEL","MF",59,48,58,58,58,41,30,48,73,74,52,68,36,44,44,45,48,33,52,40,54,45,27
"1923","Nott'ham Forest","Premier League","Scott McKenna","SCO","DF",60,59,90,84,54,24,54,59,32,42,88,22,12,52,46,49,26,13,28,13,22,55,13
"1924","Nott'ham Forest","Premier League","Alexander Mighten","ENG","FW",1,0,6,2,0,4,6,0,18,7,7,29,92,1,1,2,6,7,28,4,8,1,9
"1925","Nott'ham Forest","Premier League","Keylor Navas","CRC","GK",59,44,99,88,1,2,6,44,8,18,100,10,10,38,44,55,6,7,28,9,8,25,5
"1926","Nott'ham Forest","Premier League","Moussa Niakhate","SEN","DF",47,41,84,71,31,33,27,41,22,7,7,42,100,28,28,30,15,7,28,23,16,26,16
"1927","Nott'ham Forest","Premier League","Lewis O'Brien","ENG","MF",27,26,47,37,32,34,17,26,52,50,38,36,14,25,28,33,46,42,52,43,47,24,16
"1928","Nott'ham Forest","Premier League","Gustavo Scarpa","BRA","MF,FW",12,12,16,18,17,16,10,12,22,18,12,29,74,13,18,24,37,30,28,9,8,13,19
"1929","Nott'ham Forest","Premier League","Jonjo Shelvey","ENG","MF",26,29,51,44,39,20,10,29,22,37,100,10,10,27,29,30,11,23,28,17,33,29,5
"1930","Nott'ham Forest","Premier League","Sam Surridge","ENG","FW",18,15,30,19,16,30,44,15,26,26,36,29,46,14,14,13,15,30,42,46,33,16,38
"1931","Nott'ham Forest","Premier League","Harry Toffolo","ENG","DF",39,39,68,58,35,51,38,39,36,32,22,46,81,29,23,25,34,33,65,38,43,30,58
"1932","Nott'ham Forest","Premier League","Neco Williams","WAL","DF",69,72,80,81,63,76,57,72,86,79,23,91,82,62,71,78,86,81,69,76,74,57,70
"1933","Nott'ham Forest","Premier League","Chris Wood","NZL","FW",20,12,19,11,17,18,30,12,13,7,7,29,100,11,8,8,15,18,28,40,43,14,33
"1934","Nott'ham Forest","Premier League","Joe Worrall","ENG","DF",78,80,94,94,71,35,65,80,22,32,91,22,21,72,62,68,26,30,42,26,33,76,9
"1935","Nott'ham Forest","Premier League","Ryan Yates","ENG","MF",68,55,76,65,62,50,70,55,36,37,47,36,34,41,35,35,42,26,59,56,70,45,47
"1936","Osasuna","La Liga","Ezequiel Ávila","ARG","FW,MF",64,52,46,40,46,83,85,52,69,72,65,68,46,51,47,40,63,62,72,83,74,55,80
"1937","Osasuna","La Liga","Kike Barja","ESP","FW,MF",49,48,21,34,37,84,82,48,95,94,44,96,67,53,64,64,90,76,90,86,85,53,94
"1938","Osasuna","La Liga","Iker Benito","ESP","FW,MF",12,9,19,14,9,16,17,9,36,32,22,46,81,8,14,19,37,33,52,17,22,8,36
"1939","Osasuna","La Liga","Darko Brašanac","SRB","MF",43,39,36,39,43,55,64,39,39,37,36,36,26,35,35,39,54,54,28,60,57,37,54
"1940","Osasuna","La Liga","Ante Budimir","CRO","FW",65,42,46,25,43,70,95,42,70,70,48,70,50,35,32,29,61,58,80,94,86,45,81
"1941","Osasuna","La Liga","Juan Cruz Armada","ESP","DF",72,70,83,78,73,60,19,70,49,46,36,46,34,60,56,60,49,56,42,54,33,63,64
"1942","Osasuna","La Liga","Abdessamad Ezzalzouli","MAR","FW,MF",56,54,19,37,46,88,84,54,98,98,56,96,38,60,79,81,96,94,98,94,94,61,88
"1944","Osasuna","La Liga","David García","ESP","DF",90,89,93,94,89,28,56,89,22,37,100,10,10,84,81,84,51,39,42,32,22,86,19
"1945","Osasuna","La Liga","Rubén García","ESP","FW,MF",46,50,43,43,47,78,61,50,51,46,29,60,82,48,44,39,51,54,59,68,57,51,78
"1946","Osasuna","La Liga","Unai García","ESP","DF",65,63,82,82,68,18,30,63,34,42,81,29,21,59,56,64,42,33,28,23,38,61,16
"1947","Osasuna","La Liga","Moi Gómez","ESP","MF,FW",85,89,50,65,94,90,57,89,78,88,86,65,22,92,93,87,77,92,75,78,76,92,70
"1948","Osasuna","La Liga","Aridane Hernández","EQG","DF",64,67,90,86,68,16,36,67,32,46,93,10,10,64,59,61,29,30,42,26,27,62,5
"1950","Osasuna","La Liga","Sergio Herrera","ESP","GK",59,48,99,90,4,2,6,48,13,26,100,10,10,44,47,56,6,7,28,13,8,34,5
"1951","Osasuna","La Liga","Pablo Ibáñez","ESP","MF",44,40,57,46,49,45,63,40,47,54,75,46,37,38,38,39,48,45,52,50,67,40,57
"1952","Osasuna","La Liga","Kike","ESP","FW",42,34,41,20,35,62,88,34,56,66,80,50,26,37,32,28,51,56,72,93,74,41,66
"1953","Osasuna","La Liga","Jon Moncayola","ESP","MF,DF",82,87,72,78,92,80,42,87,32,37,75,29,25,81,72,76,72,76,42,70,59,86,61
"1954","Osasuna","La Liga","Diego Moreno","ESP","DF",29,32,61,51,34,37,27,32,41,32,13,57,93,27,27,28,37,30,52,32,27,26,40
"1955","Osasuna","La Liga","Iker Muñoz","ESP","MF",16,15,30,27,20,10,6,15,13,18,65,10,10,13,13,15,6,18,28,9,22,14,19
"1956","Osasuna","La Liga","Aimar Oroz","ESP","MF,FW",71,65,26,46,68,86,81,65,87,89,56,84,39,67,62,59,74,79,75,85,97,71,89
"1957","Osasuna","La Liga","Rubén Peña","ESP","DF,MF",48,54,65,61,55,65,54,54,69,77,80,60,26,48,52,53,71,75,72,77,65,46,66
"1958","Osasuna","La Liga","Manuel Sánchez","ESP","DF",74,78,75,73,76,87,76,78,78,74,32,85,82,71,68,73,80,75,59,71,67,73,83
"1959","Osasuna","La Liga","Roberto Torres","ESP","FW,MF",1,2,6,2,3,7,6,2,13,18,65,22,74,3,5,8,15,23,28,4,16,3,9
"1960","Osasuna","La Liga","Lucas Torró","ESP","MF",83,81,82,76,88,63,68,81,56,63,71,50,26,67,56,50,44,56,42,74,67,73,38
"1961","Osasuna","La Liga","Nacho Vidal","ESP","DF",50,54,73,65,52,65,46,54,65,68,54,68,57,42,38,37,58,45,65,56,65,44,62
"1962","Paris S-G","Ligue 1","Juan Bernat","ESP","DF,MF",62,72,66,70,73,79,86,72,78,81,67,78,51,85,80,75,64,67,87,30,54,78,90
"1963","Paris S-G","Ligue 1","El Chadaille Bitshiabu","FRA","DF",24,37,64,59,45,13,14,37,13,18,65,22,74,48,39,34,11,23,28,13,22,43,27
"1964","Paris S-G","Ligue 1","Gianluigi Donnarumma","ITA","GK",100,64,99,96,3,2,6,64,8,18,100,10,10,72,64,74,6,7,28,4,8,49,5
"1965","Paris S-G","Ligue 1","Hugo Ekitike","FRA","FW",45,37,21,22,37,66,85,37,77,74,38,79,60,45,50,42,63,64,75,71,70,40,75
"1966","Paris S-G","Ligue 1","Ismaël Gharbi","ESP","MF,FW",5,6,10,4,10,12,14,6,26,42,100,10,10,9,11,13,15,7,28,9,16,8,27
"1967","Paris S-G","Ligue 1","Achraf Hakimi","MAR","DF,MF",72,88,68,75,82,97,91,88,92,89,33,91,54,96,96,97,96,97,93,73,82,93,97
"1969","Paris S-G","Ligue 1","Presnel Kimpembe","FRA","DF",32,43,73,62,53,22,27,43,18,26,86,10,10,52,48,53,23,39,28,20,38,47,19
"1970","Paris S-G","Ligue 1","Marquinhos","BRA","DF",91,98,97,96,98,45,73,98,13,7,7,29,100,99,99,99,23,62,52,43,43,99,36
"1971","Paris S-G","Ligue 1","Kylian Mbappé","FRA","FW",92,89,33,27,75,100,100,89,100,99,27,100,80,98,99,98,100,100,100,94,95,97,100
"1972","Paris S-G","Ligue 1","Nuno Mendes","POR","DF",59,71,68,66,62,91,85,71,90,88,37,93,75,83,84,84,86,83,92,75,74,76,96
"1973","Paris S-G","Ligue 1","Lionel Messi","ARG","FW,MF",92,98,21,42,97,100,99,98,100,100,73,100,41,100,100,99,99,100,98,91,100,99,97
"1974","Paris S-G","Ligue 1","Nordi Mukiele","FRA","DF",46,55,69,65,59,58,65,55,62,46,12,68,74,65,64,61,56,45,59,43,62,58,65
"1975","Paris S-G","Ligue 1","Neymar","BRA","MF,FW",59,82,16,49,86,94,89,82,96,95,33,97,64,95,96,94,93,99,85,90,94,92,88
"1977","Paris S-G","Ligue 1","Timothee Pembele","FRA","DF",16,13,19,21,14,22,27,13,26,37,92,22,16,14,15,19,23,18,52,20,16,12,42
"1978","Paris S-G","Ligue 1","Danilo Pereira","POR","DF,MF",81,97,93,90,99,52,65,97,49,60,86,46,34,99,99,99,66,83,52,48,54,98,30
"1979","Paris S-G","Ligue 1","Sergio Ramos","ESP","DF",89,99,97,97,100,52,65,99,45,42,31,46,42,100,100,99,49,65,59,32,43,100,29
"1980","Paris S-G","Ligue 1","Fabián Ruiz Peña","ESP","MF",70,94,71,79,97,85,75,94,69,77,80,68,46,99,96,92,72,83,65,65,72,97,77
"1981","Paris S-G","Ligue 1","Renato Sanches","POR","MF",31,52,41,44,67,54,50,52,58,68,81,50,25,68,72,78,71,72,65,46,43,63,45
"1982","Paris S-G","Ligue 1","Pablo Sarabia","ESP","FW,MF",20,21,10,26,22,40,44,21,26,18,10,36,88,28,28,28,37,39,28,40,47,25,55
"1983","Paris S-G","Ligue 1","Carlos Soler","ESP","MF",47,52,38,44,55,72,60,52,43,42,39,42,34,67,60,53,54,75,52,60,65,61,69
"1984","Paris S-G","Ligue 1","Marco Verratti","ITA","MF",76,99,75,84,100,92,61,99,84,89,70,73,22,100,99,99,79,99,69,54,91,100,62
"1985","Paris S-G","Ligue 1","Vitinha","POR","MF",83,96,63,72,98,94,73,96,84,90,76,78,29,99,99,98,85,98,69,78,91,99,80
"1986","Paris S-G","Ligue 1","Warren Zaire-Emery","FRA","MF,DF",36,49,51,45,61,56,50,49,65,72,72,63,39,62,67,64,61,68,59,40,65,56,61
"1988","RB Leipzig","Bundesliga","Janis Blaswich","GER","GK",81,73,99,98,11,2,6,73,8,18,100,10,10,79,61,65,6,7,28,4,8,73,5
"1989","RB Leipzig","Bundesliga","Abdou Diallo","SEN","DF,MF",24,36,72,62,40,16,30,36,26,32,80,22,16,38,40,49,42,23,42,17,43,38,16
"1990","RB Leipzig","Bundesliga","Emil Forsberg","SWE","MF,FW",58,49,21,28,54,74,64,49,68,72,66,70,57,52,48,46,58,77,59,73,62,54,74
"1992","RB Leipzig","Bundesliga","Joško Gvardiol","CRO","DF",77,98,96,98,97,34,56,98,54,74,93,29,11,99,98,98,67,52,59,35,43,99,19
"1993","RB Leipzig","Bundesliga","Amadou Haidara","MLI","MF",56,64,59,60,77,56,27,64,43,57,91,29,14,63,55,56,39,64,28,40,65,66,27
"1994","RB Leipzig","Bundesliga","Marcel Halstenberg","GER","DF",60,78,63,79,80,72,54,78,52,60,77,53,48,74,64,65,61,64,65,58,47,77,69
"1995","RB Leipzig","Bundesliga","Benjamin Henrichs","GER","DF,MF",77,91,75,85,89,90,80,91,76,80,68,70,34,90,85,82,84,84,78,77,74,90,91
"1996","RB Leipzig","Bundesliga","Kevin Kampl","SVN","MF",54,65,54,61,80,55,19,65,43,57,91,29,14,70,69,70,63,69,52,58,57,70,36
"1997","RB Leipzig","Bundesliga","Lukas Klostermann","GER","DF",39,58,71,77,66,26,22,58,13,18,65,22,74,62,53,53,26,39,28,17,33,66,33
"1998","RB Leipzig","Bundesliga","Konrad Laimer","AUT","MF",57,64,54,62,74,68,73,64,86,91,75,79,29,67,68,74,86,77,82,80,81,66,62
"1999","RB Leipzig","Bundesliga","Christopher Nkunku","FRA","FW,MF",70,57,44,31,56,88,97,57,93,95,56,88,36,65,62,57,81,69,94,87,94,68,94
"2000","RB Leipzig","Bundesliga","Hugo Novoa","ESP","DF,FW",12,15,10,16,17,30,36,15,39,42,65,42,46,14,16,11,26,13,59,9,47,15,42
