"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA"
"579","Chelsea","Premier League","Armando Broja","ALB","FW",24,26,35,23,59,55,44,81,69,63,94,59,89,87,81,97,96
"580","Chelsea","Premier League","Trevoh Chalobah","ENG","DF",64,49,29,47,59,71,75,81,69,71,60,80,89,87,81,85,96
"581","Chelsea","Premier League","Ben Chilwell","ENG","DF,MF",59,73,67,61,96,55,64,81,69,77,71,72,96,87,81,97,96
"582","Chelsea","Premier League","Carney Chukwuemeka","ENG","MF,FW",26,49,91,51,59,55,64,51,97,36,36,41,89,87,81,85,96
"583","Chelsea","Premier League","Marc Cucurella","ESP","DF",66,63,41,64,90,55,44,51,69,71,59,72,96,87,81,85,96
"584","Chelsea","Premier League","João Félix","POR","FW,MF",45,67,76,51,80,94,88,96,69,51,48,59,89,87,81,85,96
"585","Chelsea","Premier League","Enzo Fernández","ARG","MF",63,87,84,90,90,55,75,81,69,85,80,92,89,87,81,85,96
"586","Chelsea","Premier League","Datro Fofana","CIV","FW",12,32,99,23,59,89,44,51,69,36,36,41,89,87,81,85,96
"587","Chelsea","Premier League","Wesley Fofana","FRA","DF",52,45,31,51,59,55,44,51,69,63,56,72,89,87,81,85,96
"588","Chelsea","Premier League","Conor Gallagher","ENG","MF",65,80,69,80,86,89,75,81,90,71,60,72,89,96,81,85,96
"589","Chelsea","Premier League","Lewis Hall","ENG","DF",36,62,86,53,90,79,75,81,69,36,36,41,89,87,81,85,96
"590","Chelsea","Premier League","Kai Havertz","GER","FW,MF",88,88,60,92,80,71,92,70,69,77,55,80,89,87,95,85,96
"591","Chelsea","Premier League","Omari Hutchinson","ENG","FW",8,16,89,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"592","Chelsea","Premier League","Reece James","ENG","DF,MF",54,80,84,81,88,85,75,70,69,71,67,72,89,87,81,97,96
"593","Chelsea","Premier League","Jorginho","ITA","MF",55,65,56,75,59,55,44,51,69,63,55,72,89,87,81,85,96
"594","Chelsea","Premier League","N'Golo Kanté","FRA","MF",32,60,92,66,59,71,64,51,69,63,80,72,89,87,81,85,96
"595","Chelsea","Premier League","Kalidou Koulibaly","SEN","DF",70,56,32,58,59,55,75,51,97,71,56,80,89,87,81,85,96
"596","Chelsea","Premier League","Mateo Kovačić","CRO","MF",68,88,81,91,73,79,88,51,97,71,59,80,89,87,81,85,96
"597","Chelsea","Premier League","Ruben Loftus-Cheek","ENG","MF,DF",63,71,58,77,59,85,64,70,69,77,68,85,89,87,81,85,96
"598","Chelsea","Premier League","Noni Madueke","ENG","FW",36,60,83,61,59,89,64,51,69,51,55,59,89,87,81,85,96
"599","Chelsea","Premier League","Edouard Mendy","SEN","GK",42,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"600","Chelsea","Premier League","Mason Mount","ENG","MF,FW",66,86,79,86,93,79,75,81,69,89,83,89,89,87,95,97,96
"601","Chelsea","Premier League","Mykhailo Mudryk","UKR","FW,MF",36,56,75,51,84,71,64,88,69,63,73,72,89,87,81,85,96
"602","Chelsea","Premier League","Christian Pulisic","USA","FW,DF",41,60,70,64,59,55,83,51,69,71,78,80,89,87,81,85,96
"603","Chelsea","Premier League","Thiago Silva","BRA","DF",83,52,24,57,73,55,64,51,69,63,45,72,89,87,81,85,96
"604","Chelsea","Premier League","Raheem Sterling","ENG","FW,MF",72,90,81,91,59,96,83,92,90,77,63,80,89,96,81,85,96
"605","Chelsea","Premier League","Denis Zakaria","SUI","MF",28,20,18,18,59,55,44,51,90,36,36,41,89,87,81,85,96
"606","Chelsea","Premier League","Hakim Ziyech","MAR","FW,MF",36,67,93,70,86,71,44,70,90,71,85,72,96,87,81,85,96
"607","Clermont Foot","Ligue 1","Jim Allevinah","GAB","DF,FW",79,80,52,83,73,85,75,88,69,63,45,59,89,87,95,85,96
"608","Clermont Foot","Ligue 1","Komnen Andrić","SRB","FW",60,67,55,71,59,79,75,81,69,77,70,72,89,87,99,85,96
"609","Clermont Foot","Ligue 1","Brandon Baiye","BEL","MF",10,20,84,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"610","Clermont Foot","Ligue 1","Jérémie Bela","ANG","DF,MF",39,40,35,39,59,71,64,70,69,71,81,59,89,96,81,97,96
"611","Clermont Foot","Ligue 1","Jason Berthomier","FRA","MF",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"612","Clermont Foot","Ligue 1","Jean-Claude Billong","CMR","MF",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"613","Clermont Foot","Ligue 1","Neto Borges","BRA","DF",92,92,66,95,80,85,75,88,69,89,68,85,89,87,95,99,96
"614","Clermont Foot","Ligue 1","Maximiliano Caufriez","BEL","DF",78,42,18,45,59,55,64,51,69,36,36,41,89,87,81,85,96
"615","Clermont Foot","Ligue 1","Souleymane Cissé","FRA","DF",9,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"616","Clermont Foot","Ligue 1","Baila Diallo","FRA","DF,MF",14,20,56,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"617","Clermont Foot","Ligue 1","Mory Diaw","SEN","GK",99,34,13,37,73,55,44,51,69,36,36,41,89,87,81,85,96
"618","Clermont Foot","Ligue 1","Ouparine Djoco","SEN","GK",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"619","Clermont Foot","Ligue 1","Jodel Dossou","BEN","MF,DF",23,29,47,30,59,55,64,51,69,36,36,41,89,87,81,85,96
"620","Clermont Foot","Ligue 1","Johan Gastien","FRA","MF",87,90,64,85,97,55,75,70,90,93,77,89,100,87,81,85,96
"621","Clermont Foot","Ligue 1","Maxime Gonalons","FRA","MF",58,56,39,63,59,71,44,51,69,51,43,59,89,87,81,85,96
"622","Clermont Foot","Ligue 1","Saîf-Eddine Khaoui","TUN","MF",75,92,83,88,94,89,92,97,69,85,73,72,89,96,99,97,96
"623","Clermont Foot","Ligue 1","Cheick Konaté","CIV","DF",33,34,33,27,73,79,44,70,69,51,59,59,89,87,81,85,96
"624","Clermont Foot","Ligue 1","Grejohn Kyei","FRA","FW",78,83,60,77,59,97,96,92,97,94,86,89,89,99,95,97,100
"625","Clermont Foot","Ligue 1","Yohann Magnin","FRA","MF",84,80,48,84,59,71,64,81,100,71,50,80,89,87,81,85,96
"626","Clermont Foot","Ligue 1","Yanis Massolin","FRA","MF",11,16,41,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"627","Clermont Foot","Ligue 1","Aïman Maurer","MAR","MF",31,45,64,41,80,71,64,70,69,51,62,59,89,87,81,85,96
"628","Clermont Foot","Ligue 1","Arial Mendy","SEN","DF",21,29,56,27,59,55,44,81,69,36,36,41,89,87,81,85,96
"629","Clermont Foot","Ligue 1","Florent Ogier","FRA","DF",67,42,21,43,80,55,44,51,69,71,59,80,89,87,81,85,96
"630","Clermont Foot","Ligue 1","Elba Rashani","KVX","MF,FW",77,77,52,81,59,71,92,81,90,85,71,85,89,87,99,85,96
"631","Clermont Foot","Ligue 1","Muhammed Saracevic Cham","AUT","MF",72,88,76,88,92,79,92,88,69,89,78,92,89,96,81,85,96
"632","Clermont Foot","Ligue 1","Alidu Seidu","GHA","DF",83,59,28,55,59,71,64,92,97,51,38,59,89,87,81,85,96
"633","Clermont Foot","Ligue 1","Mateusz Wieteska","POL","DF",96,55,21,55,59,71,83,70,69,71,47,41,89,87,99,97,96
"634","Clermont Foot","Ligue 1","Mehdi Zeffane","ALG","DF,MF",34,48,60,50,73,71,44,70,69,51,56,59,89,87,81,85,96
"635","Cremonese","Serie A","Christian Acella","ITA","MF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"636","Cremonese","Serie A","Felix Afena-Gyan","GHA","FW,MF",41,48,45,45,59,71,88,51,69,51,50,41,89,87,95,85,96
"637","Cremonese","Serie A","Emanuel Aiwum","AUT","DF",63,40,21,45,59,55,44,51,69,36,36,41,89,87,81,85,96
"638","Cremonese","Serie A","Santiago Ascacíbar","ARG","MF",38,61,78,58,73,55,96,51,69,71,82,59,89,87,99,85,96
"639","Cremonese","Serie A","Jaime Báez","URU","DF",15,29,95,23,84,55,44,51,69,36,36,41,89,87,81,85,96
"640","Cremonese","Serie A","Alberto Basso","ITA","MF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"641","Cremonese","Serie A","Marco Benassi","ITA","MF",47,53,47,43,90,71,75,51,90,51,47,59,89,87,81,85,96
"642","Cremonese","Serie A","Matteo Bianchetti","ITA","DF",76,48,23,45,86,55,64,51,69,36,36,41,89,87,81,85,96
"643","Cremonese","Serie A","Cristian Buonaiuto","ITA","MF,FW",45,87,97,71,93,97,98,88,97,51,48,41,89,87,95,85,96
"644","Cremonese","Serie A","Marco Carnesecchi","ITA","GK",85,38,16,37,84,55,44,51,69,63,43,59,96,87,81,85,96
"645","Cremonese","Serie A","Michele Castagnetti","ITA","MF",57,82,84,85,88,55,88,70,69,71,65,80,89,87,81,85,96
"646","Cremonese","Serie A","Vlad Chiricheș","ROU","DF",46,29,18,34,59,55,44,51,69,51,47,59,89,87,81,85,96
"647","Cremonese","Serie A","Daniel Ciofani","ITA","FW",47,60,58,58,59,55,92,70,90,77,80,59,89,87,100,85,96
"648","Cremonese","Serie A","Cyriel Dessers","NGA","FW",64,77,67,74,80,92,92,88,90,63,50,59,89,96,81,85,96
"649","Cremonese","Serie A","Samuel Di Carmine","ITA","FW,MF",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"650","Cremonese","Serie A","Gonzalo Escalante","ARG","MF",33,40,44,41,59,55,64,70,69,36,36,41,89,87,81,85,96
"651","Cremonese","Serie A","Alex Ferrari","ITA","DF",47,32,20,30,59,71,44,70,69,36,36,41,89,87,81,85,96
"652","Cremonese","Serie A","Pablo Galdames Millán","CHI","MF",38,49,55,45,90,55,44,51,69,63,70,59,96,87,81,85,96
"653","Cremonese","Serie A","Paolo Ghiglione","ITA","DF",35,49,63,51,84,55,44,51,69,63,74,72,89,87,81,85,96
"654","Cremonese","Serie A","Jack Hendry","SCO","DF",21,26,44,30,59,55,44,51,69,51,85,59,89,87,81,85,96
"655","Cremonese","Serie A","Luka Lochoshvili","GEO","DF",70,46,24,45,59,71,75,51,90,63,48,59,89,87,95,85,96
"656","Cremonese","Serie A","Soualiho Meïté","FRA","MF",81,77,46,81,73,85,44,70,97,63,45,72,89,87,81,85,96
"657","Cremonese","Serie A","Tommaso Milanese","ITA","MF",8,20,98,18,73,55,44,51,69,36,36,41,89,87,81,85,96
"658","Cremonese","Serie A","David Okereke","NGA","FW,MF",80,91,76,86,73,98,96,99,97,85,69,41,89,99,95,99,96
"659","Cremonese","Serie A","Charles Pickel","SUI","MF",84,82,51,89,73,55,75,51,69,63,45,72,89,87,81,85,96
"660","Cremonese","Serie A","Giacomo Quagliata","ITA","DF",38,64,87,57,91,55,64,92,69,63,71,59,96,87,81,85,96
"661","Cremonese","Serie A","Ionuț Radu","ROU","GK",41,32,23,34,73,55,44,51,69,36,36,41,89,87,81,85,96
"662","Cremonese","Serie A","Mouhamadou Sarr","SEN","GK",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"663","Cremonese","Serie A","Leonardo Sernicola","ITA","DF",81,84,59,84,88,71,83,94,90,77,59,80,89,87,81,97,96
"664","Cremonese","Serie A","Frank Tsadjout","ITA","FW,MF",47,55,49,57,59,55,83,70,69,63,62,72,89,87,81,85,96
"665","Cremonese","Serie A","Emanuele Valeri","ITA","DF",91,95,78,95,96,79,64,98,90,81,60,80,98,87,81,85,96
"666","Cremonese","Serie A","Johan Vásquez","MEX","DF",68,50,28,55,59,55,44,81,69,51,40,59,89,87,81,85,96
"667","Cremonese","Serie A","Luca Zanimacchia","ITA","MF,FW",39,68,90,61,90,71,83,81,97,36,36,41,89,87,81,85,96
"668","Crystal Palace","Premier League","Naouirou Ahamada","FRA","MF,FW",14,20,52,18,59,55,64,51,69,36,36,41,89,87,81,85,96
"669","Crystal Palace","Premier League","Joachim Andersen","DEN","DF",93,61,27,63,84,55,44,70,90,51,37,41,96,87,81,85,96
"670","Crystal Palace","Premier League","Jordan Ayew","GHA","FW,MF",91,92,69,91,59,97,94,97,99,91,73,89,89,96,95,97,96
"671","Crystal Palace","Premier League","Nathaniel Clyne","ENG","DF",65,52,31,57,73,55,44,70,69,36,36,41,89,87,81,85,96
"672","Crystal Palace","Premier League","Cheick Doucouré","MLI","MF",92,87,54,89,59,79,92,81,100,85,65,85,89,87,95,85,100
"673","Crystal Palace","Premier League","Malcolm Ebiowei","ENG","MF,FW",9,16,70,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"674","Crystal Palace","Premier League","Odsonne Édouard","FRA","FW",70,77,60,77,59,71,98,81,69,77,65,85,89,87,81,85,96
"675","Crystal Palace","Premier League","Eberechi Eze","ENG","MF,FW",90,98,91,96,97,98,88,99,97,99,93,97,96,100,81,97,96
"676","Crystal Palace","Premier League","Vicente Guaita","ESP","GK",85,16,11,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"677","Crystal Palace","Premier League","Marc Guéhi","ENG","DF",100,65,26,67,73,55,83,70,90,51,37,59,89,87,81,85,96
"678","Crystal Palace","Premier League","Will Hughes","ENG","MF",42,50,50,50,80,55,75,70,69,51,50,41,89,87,95,85,96
"679","Crystal Palace","Premier League","Sam Johnstone","ENG","GK",41,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"680","Crystal Palace","Premier League","Jean-Philippe Mateta","FRA","FW",40,36,30,27,59,55,83,81,69,51,51,41,89,87,81,97,96
"681","Crystal Palace","Premier League","James McArthur","SCO","MF",10,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"682","Crystal Palace","Premier League","Luka Milivojević","SRB","MF",31,23,20,18,73,55,64,51,69,36,36,41,89,87,81,85,96
"683","Crystal Palace","Premier League","Tyrick Mitchell","ENG","DF",94,68,32,74,73,79,44,51,97,71,47,80,89,87,81,85,96
"684","Crystal Palace","Premier League","Michael Olise","FRA","FW,MF",92,100,94,97,99,99,88,99,99,97,86,97,100,87,81,85,96
"685","Crystal Palace","Premier League","David Ozoh","","FW",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"686","Crystal Palace","Premier League","Chris Richards","USA","DF",29,20,17,18,59,55,64,51,69,36,36,41,89,87,81,85,96
"687","Crystal Palace","Premier League","Jaïro Riedewald","NED","DF,MF",11,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"688","Crystal Palace","Premier League","Albert Sambi Lokonga","BEL","MF",32,32,31,34,59,55,44,70,69,36,36,41,89,87,81,85,96
"689","Crystal Palace","Premier League","Jeffrey Schlupp","GHA","MF,FW",87,77,43,80,59,85,92,70,90,81,62,72,89,87,95,97,100
"690","Crystal Palace","Premier League","James Tomkins","ENG","DF",26,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"691","Crystal Palace","Premier League","Joel Ward","ENG","DF",80,57,28,58,59,71,64,88,69,51,38,41,89,87,95,85,96
"692","Crystal Palace","Premier League","Joseph Whitworth","ENG","GK",19,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"693","Crystal Palace","Premier League","Wilfried Zaha","CIV","FW,MF",81,95,86,93,59,99,88,100,90,89,74,92,89,87,95,85,96
"694","Cádiz","La Liga","Tomás Alarcón","CHI","MF",21,26,44,23,73,55,44,70,69,36,36,41,89,87,81,85,96
"695","Cádiz","La Liga","Rubén Alcaraz","ESP","MF",76,80,57,80,93,71,64,81,69,63,47,72,89,87,81,85,96
"696","Cádiz","La Liga","Iván Alejo","ESP","MF,FW",55,74,74,72,84,85,92,81,69,36,36,41,89,87,81,85,96
"697","Cádiz","La Liga","José Antonio","ESP","MF,DF",9,16,52,18,59,55,44,51,69,51,100,59,89,87,81,85,96
"698","Cádiz","La Liga","Santiago Arzamendia","PAR","DF,MF",30,40,51,39,80,71,44,51,69,36,36,41,89,87,81,85,96
"699","Cádiz","La Liga","Blanco","ESP","MF",18,20,34,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"700","Cádiz","La Liga","Theo Bongonda","COD","MF,FW",72,78,59,71,84,92,88,96,90,81,69,80,89,96,95,85,96
"701","Cádiz","La Liga","Cala","ESP","DF",16,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"702","Cádiz","La Liga","Isaac Carcelen","ESP","DF",77,77,50,72,93,71,64,92,90,63,47,59,89,96,81,85,96
"703","Cádiz","La Liga","Víctor Chust","ESP","DF",46,29,19,30,73,55,44,51,69,36,36,41,89,87,81,85,96
"704","Cádiz","La Liga","Mamady Diarra","MLI","MF,DF",11,16,38,12,59,55,64,51,69,36,36,41,89,87,81,85,96
"705","Cádiz","La Liga","Youba Diarra","MLI","MF",15,23,73,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"706","Cádiz","La Liga","Gonzalo Escalante","ARG","MF",48,60,57,64,59,79,64,51,69,71,71,59,89,96,95,85,96
"707","Cádiz","La Liga","Alfonso Espino","URU","DF",96,90,56,93,90,71,44,70,97,89,66,89,96,96,81,85,96
"708","Cádiz","La Liga","Fali","ESP","DF,MF",67,42,21,43,73,55,44,70,69,51,40,59,89,87,81,85,96
"709","Cádiz","La Liga","Álex Fernández","ESP","MF,FW",64,73,61,72,93,71,44,70,69,51,42,59,89,87,81,85,96
"710","Cádiz","La Liga","Carlos García","ESP","DF",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"711","Cádiz","La Liga","David Gil","ESP","GK",26,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"712","Cádiz","La Liga","Álvaro Giménez","ESP","FW",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"713","Cádiz","La Liga","Sergi Guardiola","ESP","FW",51,65,64,63,59,79,88,81,90,36,36,41,89,87,81,85,96
"714","Cádiz","La Liga","Luis Hernández","ESP","DF",97,70,32,63,94,55,75,51,90,71,47,72,96,87,81,85,96
"715","Cádiz","La Liga","Jeremías Ledesma","ARG","GK",96,38,15,34,84,55,44,70,69,51,37,41,89,87,81,97,96
"716","Cádiz","La Liga","Anthony Lozano","HON","FW",58,67,55,60,59,96,88,81,69,81,77,72,89,96,95,97,96
"717","Cádiz","La Liga","Awer Mabil","AUS","MF,FW",18,20,33,12,80,55,44,51,69,36,36,41,89,87,81,85,96
"718","Cádiz","La Liga","José Mari","ESP","MF",27,45,77,45,73,55,64,51,90,36,36,41,89,87,81,85,96
"719","Cádiz","La Liga","Roger Martí","ESP","FW",34,42,45,37,59,71,83,51,90,36,36,41,89,87,81,85,96
"720","Cádiz","La Liga","Mamadou Mbaye","SEN","DF",39,26,19,23,59,55,44,51,97,51,51,59,89,87,81,85,96
"721","Cádiz","La Liga","Jorge Meré","ESP","DF",31,20,16,18,59,55,64,51,69,36,36,41,89,87,81,85,96
"722","Cádiz","La Liga","Francisco Mwepu","ZAM","FW",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"723","Cádiz","La Liga","Álvaro Negredo","ESP","FW",39,56,67,51,59,85,83,70,90,77,89,72,89,96,95,85,96
"724","Cádiz","La Liga","Brian Ocampo","URU","MF,FW",51,74,80,75,86,92,44,81,69,81,84,80,89,99,81,85,96
"725","Cádiz","La Liga","Raúl Parra","ESP","DF",25,20,21,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"726","Cádiz","La Liga","Alberto Perea","ESP","MF",9,16,55,12,59,55,44,70,69,36,36,41,89,87,81,85,96
"727","Cádiz","La Liga","Lucas Pérez","ESP","FW",35,49,63,47,73,79,64,51,90,36,36,41,89,87,81,85,96
"728","Cádiz","La Liga","Chris Ramos","ESP","FW",38,43,42,41,59,71,64,81,69,36,36,41,89,87,81,85,96
"729","Cádiz","La Liga","Fede San Emeterio","ESP","MF",69,49,27,53,59,55,64,51,90,51,40,59,89,87,81,85,96
"730","Cádiz","La Liga","Rubén Sobrino","ESP","MF,FW",84,82,53,84,59,71,83,96,97,81,63,89,89,87,81,85,96
"731","Cádiz","La Liga","Joseba Zaldúa","ESP","DF",36,34,31,34,59,55,44,70,90,51,55,59,89,87,81,85,96
"732","Dortmund","Bundesliga","Karim Adeyemi","GER","FW,MF",58,87,89,84,59,97,92,92,97,97,97,97,89,99,95,85,96
"733","Dortmund","Bundesliga","Jude Bellingham","ENG","MF",91,99,92,99,59,99,97,99,97,99,93,99,89,99,81,99,96
"734","Dortmund","Bundesliga","Julian Brandt","GER","MF,FW",84,99,96,99,99,94,75,94,90,100,97,100,99,96,81,99,96
"735","Dortmund","Bundesliga","Jamie Bynoe-Gittens","ENG","FW,MF",32,56,86,47,59,92,83,81,69,93,99,94,89,96,95,85,96
"736","Dortmund","Bundesliga","Emre Can","GER","MF",72,79,60,87,73,55,64,70,69,71,55,80,89,87,81,85,96
"737","Dortmund","Bundesliga","Soumaïla Coulibaly","FRA","DF",9,16,55,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"738","Dortmund","Bundesliga","Mahmoud Dahoud","GER","MF",25,32,44,34,59,55,64,51,69,51,73,41,89,87,95,85,96
"739","Dortmund","Bundesliga","Julien Duranville","BEL","MF",8,29,100,27,59,79,44,51,69,51,100,59,89,87,81,85,96
"740","Dortmund","Bundesliga","Raphaël Guerreiro","POR","DF,MF",81,98,93,99,96,89,92,70,90,99,94,100,96,87,81,85,96
"741","Dortmund","Bundesliga","Sébastien Haller","CIV","FW",53,74,76,66,59,89,99,92,69,91,94,85,89,99,95,97,96
"742","Dortmund","Bundesliga","Thorgan Hazard","BEL","FW,DF",30,59,93,57,86,55,83,51,69,36,36,41,89,87,81,85,96
"743","Dortmund","Bundesliga","Mats Hummels","GER","DF",75,76,50,81,73,55,88,51,90,71,53,72,89,87,81,85,100
"744","Dortmund","Bundesliga","Gregor Kobel","SUI","GK",85,26,13,30,59,55,44,51,69,36,36,41,89,87,81,85,96
"745","Dortmund","Bundesliga","Donyell Malen","NED","FW",68,93,92,90,93,99,88,94,69,98,97,97,89,99,95,97,96
"746","Dortmund","Bundesliga","Thomas Meunier","BEL","DF",34,50,70,55,73,55,44,70,69,36,36,41,89,87,81,85,96
"747","Dortmund","Bundesliga","Alexander Meyer","GER","GK",35,16,12,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"748","Dortmund","Bundesliga","Anthony Modeste","FRA","FW",41,43,38,45,59,55,75,51,69,51,50,59,89,87,81,85,96
"749","Dortmund","Bundesliga","Youssoufa Moukoko","GER","FW",51,65,63,61,59,96,75,70,69,89,93,89,89,99,81,85,96
"750","Dortmund","Bundesliga","Justin Njinmah","GER","FW",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"751","Dortmund","Bundesliga","Salih Özcan","TUR","MF",64,60,39,64,80,55,44,51,90,51,42,59,89,87,81,85,96
"752","Dortmund","Bundesliga","Antonios Papadopoulos","GER","DF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"753","Dortmund","Bundesliga","Marco Pašalić","CRO","MF",4,16,99,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"754","Dortmund","Bundesliga","Felix Passlack","GER","DF",11,32,99,30,59,55,44,70,90,51,99,59,89,87,81,85,96
"755","Dortmund","Bundesliga","Marco Reus","GER","MF,FW",57,83,85,81,86,71,98,81,69,89,89,80,96,87,99,97,96
"756","Dortmund","Bundesliga","Gio Reyna","USA","FW,MF",35,64,91,69,59,55,83,70,69,81,96,80,89,87,95,97,96
"757","Dortmund","Bundesliga","Tom Rothe","GER","DF",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"758","Dortmund","Bundesliga","Julian Ryerson","NOR","DF",59,64,49,67,84,79,44,51,69,36,36,41,89,87,81,85,96
"759","Dortmund","Bundesliga","Nico Schlotterbeck","GER","DF",80,67,36,69,59,79,83,70,97,89,74,89,89,87,81,85,100
"760","Dortmund","Bundesliga","Niklas Süle","GER","DF",78,76,47,77,59,85,94,51,69,85,70,80,89,96,99,85,96
"761","Dortmund","Bundesliga","Marius Wolf","GER","DF",63,80,72,81,59,97,64,81,90,85,79,89,89,96,81,85,96
"762","Eint Frankfurt","Bundesliga","Paxten Aaronson","USA","MF,DF",18,36,92,30,73,55,75,70,69,63,99,59,89,87,95,85,96
"763","Eint Frankfurt","Bundesliga","Lucas Alario","ARG","FW,MF",25,36,59,37,59,71,64,51,69,63,92,59,89,87,95,85,96
"764","Eint Frankfurt","Bundesliga","Faride Alidou","GER","DF,MF",19,36,89,39,59,71,44,51,69,51,90,59,89,87,81,85,96
"765","Eint Frankfurt","Bundesliga","Rafael Borré","COL","MF,FW",49,67,71,69,73,85,75,51,97,71,70,72,89,96,81,85,96
"766","Eint Frankfurt","Bundesliga","Aurélio Buta","POR","DF",56,67,58,76,73,55,44,51,69,77,73,85,89,87,81,85,96
"767","Eint Frankfurt","Bundesliga","Timothy Chandler","USA","DF",14,23,79,23,73,55,44,51,69,36,36,41,89,87,81,85,96
"768","Eint Frankfurt","Bundesliga","Junior Dina Ebimbe","FRA","DF,MF",49,50,40,50,73,71,83,51,69,51,45,59,89,87,81,85,96
"769","Eint Frankfurt","Bundesliga","Dario Gebuhr","GER","DF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"770","Eint Frankfurt","Bundesliga","Mario Götze","GER","MF",92,97,83,98,95,79,92,70,90,98,89,99,89,87,99,85,96
"771","Eint Frankfurt","Bundesliga","Makoto Hasebe","JPN","DF",56,32,17,37,59,55,44,51,69,36,36,41,89,87,81,85,96
"772","Eint Frankfurt","Bundesliga","Kristijan Jakić","CRO","DF,MF",61,52,33,55,80,55,44,51,90,36,36,41,89,87,81,85,96
"773","Eint Frankfurt","Bundesliga","Daichi Kamada","JPN","MF",81,94,83,96,86,92,83,94,90,99,96,99,96,87,95,99,96
"774","Eint Frankfurt","Bundesliga","Ansgar Knauff","GER","DF",55,60,46,60,59,71,44,94,69,77,74,72,89,87,81,99,96
"775","Eint Frankfurt","Bundesliga","Randal Kolo Muani","FRA","FW",89,97,86,93,59,100,100,100,69,100,97,99,89,100,99,100,96
"776","Eint Frankfurt","Bundesliga","Filip Kostić","SRB","DF,MF",12,16,35,12,73,55,44,51,69,36,36,41,89,87,81,85,96
"777","Eint Frankfurt","Bundesliga","Christopher Lenz","GER","DF",55,76,74,70,95,71,64,51,69,81,80,85,96,87,81,85,96
"778","Eint Frankfurt","Bundesliga","Jesper Lindstrøm","DEN","MF,FW",67,84,76,70,91,97,99,92,90,94,92,72,89,100,100,97,96
"779","Eint Frankfurt","Bundesliga","Philipp Max","GER","DF",37,67,91,58,94,71,75,51,69,51,53,59,89,87,81,85,96
"780","Eint Frankfurt","Bundesliga","Obite N'Dicka","FRA","DF",91,45,18,50,59,71,44,51,69,51,37,59,89,87,81,85,96
"781","Eint Frankfurt","Bundesliga","Luca Pellegrini","ITA","DF",33,46,62,37,88,71,44,81,69,36,36,41,89,87,81,85,96
"782","Eint Frankfurt","Bundesliga","Diant Ramaj","GER","GK",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"783","Eint Frankfurt","Bundesliga","Sebastian Rode","GER","MF",59,67,56,75,59,55,64,81,69,63,53,72,89,87,81,85,96
"784","Eint Frankfurt","Bundesliga","Hrvoje Smolčić","CRO","DF",30,16,13,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"785","Eint Frankfurt","Bundesliga","Djibril Sow","SUI","MF",90,81,45,84,59,79,83,81,97,71,48,59,89,96,95,85,96
