"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA"
"2672","Valencia","La Liga","Justin Kluivert","NED","FW,MF",58,87,89,82,92,92,92,81,97,77,71,59,89,87,99,97,96
"2673","Valencia","La Liga","Toni Lato","ESP","DF,MF",44,64,73,63,88,71,44,70,90,71,75,59,89,96,81,97,96
"2674","Valencia","La Liga","José Luis Gayà","ESP","DF",89,95,80,96,95,89,83,92,69,89,69,85,96,87,95,97,96
"2675","Valencia","La Liga","Giorgi Mamardashvili","GEO","GK",100,26,12,18,84,55,44,51,69,51,37,41,96,87,81,85,96
"2676","Valencia","La Liga","Maranhão","BRA","FW,MF",29,43,66,41,59,85,64,51,69,36,36,41,89,87,81,85,96
"2677","Valencia","La Liga","Alberto Marí","ESP","FW,MF",10,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2678","Valencia","La Liga","Ilaix Moriba","GUI","MF",47,70,79,74,73,79,64,81,90,71,73,72,89,87,81,85,100
"2679","Valencia","La Liga","Cristhian Mosquera","COL","DF",17,16,22,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2680","Valencia","La Liga","Yunus Musah","USA","MF",77,80,55,76,80,94,75,96,90,71,53,80,89,87,81,85,96
"2681","Valencia","La Liga","Diego Noguerol","ESP","FW,MF",27,53,94,53,59,55,88,70,69,63,90,72,89,87,81,85,96
"2682","Valencia","La Liga","Cenk Özkacar","TUR","DF",58,52,35,55,59,55,83,51,69,36,36,41,89,87,81,85,96
"2683","Valencia","La Liga","Gabriel Paulista","BRA","DF",59,36,20,39,59,55,64,51,69,36,36,41,89,87,81,85,96
"2684","Valencia","La Liga","Francisco Perez","ESP","FW,MF",17,16,23,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2685","Valencia","La Liga","Samuel","BRA","FW,MF",93,96,78,95,73,99,94,99,90,98,88,96,89,96,100,99,96
"2686","Valencia","La Liga","Carlos Soler","ESP","MF",22,32,61,34,73,55,44,51,69,36,36,41,89,87,81,85,96
"2687","Valencia","La Liga","Jesus Vazquez","ESP","DF",24,42,83,37,59,79,75,51,90,36,36,41,89,87,81,85,96
"2688","Valladolid","La Liga","Álvaro Aceves","ESP","GK",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2689","Valladolid","La Liga","Álvaro Aguado","ESP","MF",70,91,86,92,94,85,44,92,69,77,65,72,98,87,81,85,96
"2690","Valladolid","La Liga","Babatunde Akinsola","NGA","FW",4,16,99,12,59,55,44,70,69,36,36,41,89,87,81,85,96
"2691","Valladolid","La Liga","Selim Amallah","MAR","MF,FW",23,42,87,34,59,89,44,51,97,63,96,59,89,96,81,85,96
"2692","Valladolid","La Liga","Anuar","MAR","MF,FW",20,26,46,23,59,71,44,51,90,51,86,41,89,96,81,85,96
"2693","Valladolid","La Liga","Roberto Arroyo","ESP","MF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2694","Valladolid","La Liga","Sergio Asenjo","ESP","GK",44,20,14,18,73,55,44,51,69,36,36,41,89,87,81,85,96
"2695","Valladolid","La Liga","Sergio Escudero","ESP","DF",60,69,59,61,91,55,94,81,69,36,36,41,89,87,81,85,96
"2696","Valladolid","La Liga","Zouhair Feddal","MAR","DF",27,26,30,27,59,55,44,51,90,36,36,41,89,87,81,85,96
"2697","Valladolid","La Liga","Joaquín Fernández","ESP","DF",78,46,21,50,59,55,64,51,90,36,36,41,89,87,81,85,96
"2698","Valladolid","La Liga","Iván Fresneda","ESP","DF",68,73,54,78,86,55,44,70,90,71,56,59,96,87,81,97,96
"2699","Valladolid","La Liga","Sékou Gassama","SEN","FW",9,16,69,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2700","Valladolid","La Liga","Sergi Guardiola","ESP","FW",31,36,40,37,59,55,44,70,90,36,36,41,89,87,81,85,96
"2701","Valladolid","La Liga","Martin Hongla","CMR","DF,MF",56,42,25,43,80,55,44,51,69,51,43,59,89,87,81,85,96
"2702","Valladolid","La Liga","Kenedy","BRA","FW,DF",22,29,48,30,59,55,44,70,69,51,80,59,89,87,81,85,96
"2703","Valladolid","La Liga","Cyle Larin","CAN","FW",58,67,57,63,59,92,92,81,69,89,89,89,89,96,95,85,96
"2704","Valladolid","La Liga","Sergio León","ESP","FW,MF",56,62,49,58,80,79,83,81,69,71,66,72,89,87,95,85,96
"2705","Valladolid","La Liga","Darwin Machís","VEN","FW",32,48,68,47,59,79,75,51,69,51,60,59,89,87,81,85,96
"2706","Valladolid","La Liga","Mickael Malsa","MTQ","MF",12,16,37,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2707","Valladolid","La Liga","Jordi Masip","ESP","GK",85,26,13,23,80,55,44,51,69,51,38,41,96,87,81,85,96
"2708","Valladolid","La Liga","Roque Mesa","ESP","MF",62,73,61,81,73,55,64,51,90,51,42,59,89,87,81,85,96
"2709","Valladolid","La Liga","Monchu","ESP","MF",76,91,81,86,97,55,94,92,97,81,67,80,96,87,95,85,96
"2710","Valladolid","La Liga","Juanjo Narváez","COL","MF,FW",17,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2711","Valladolid","La Liga","Lucas Olaza","URU","DF",60,64,48,61,91,71,44,70,69,51,42,59,89,87,81,85,96
"2712","Valladolid","La Liga","Lucas Oliveira Rosa","BRA","DF",44,50,46,47,86,55,44,81,69,51,48,59,89,87,81,85,96
"2713","Valladolid","La Liga","Kike Pérez","ESP","MF",80,92,77,93,84,85,92,96,69,71,51,72,89,87,81,97,96
"2714","Valladolid","La Liga","Luis Pérez","ESP","DF",52,61,54,66,73,55,44,81,69,51,45,59,89,87,81,85,96
"2715","Valladolid","La Liga","Óscar Plano","ESP","FW,MF",76,85,67,88,59,71,88,92,90,89,77,89,89,87,95,97,96
"2716","Valladolid","La Liga","Gonzalo Plata","ECU","FW,MF",79,94,86,94,91,97,64,98,97,96,88,96,89,96,81,99,96
"2717","Valladolid","La Liga","Manuel Pozo","ESP","FW",6,20,99,18,59,71,44,51,69,36,36,41,89,87,81,85,96
"2718","Valladolid","La Liga","Iván Sánchez","ESP","MF,FW",52,76,83,77,86,89,75,70,69,63,59,59,96,87,81,85,96
"2719","Valladolid","La Liga","Javi Sánchez","ESP","DF",84,49,22,53,59,71,44,70,69,71,50,80,89,87,81,85,96
"2720","Valladolid","La Liga","David Torres","ESP","DF",25,16,15,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2721","Valladolid","La Liga","Toni Villa","ESP","MF",14,26,90,27,59,71,44,51,69,36,36,41,89,87,81,85,96
"2722","Valladolid","La Liga","Shon Weissman","ISR","FW",39,26,19,30,59,55,44,51,69,36,36,41,89,87,81,85,96
"2723","Valladolid","La Liga","Jawad El Yamiq","MAR","DF",62,40,21,43,59,71,44,51,69,36,36,41,89,87,81,85,96
"2724","Villarreal","La Liga","Raúl Albiol","ESP","DF",78,43,20,50,59,55,44,51,69,36,36,41,89,87,81,85,96
"2725","Villarreal","La Liga","Alex Baena","ESP","MF,FW",73,92,85,92,59,97,96,94,69,89,78,85,89,87,99,97,96
"2726","Villarreal","La Liga","Étienne Capoue","FRA","MF",71,76,56,77,73,79,88,88,90,77,63,80,89,87,95,85,96
"2727","Villarreal","La Liga","Samuel Chukwueze","NGA","FW,MF",81,97,92,97,80,100,75,92,90,99,94,97,89,100,81,97,96
"2728","Villarreal","La Liga","Diego Collado","ESP","FW",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2729","Villarreal","La Liga","Francis Coquelin","FRA","MF",39,38,33,41,59,55,44,51,90,36,36,41,89,87,81,85,96
"2730","Villarreal","La Liga","Jorge Cuenca","ESP","DF",29,26,26,27,59,55,64,51,69,36,36,41,89,87,81,85,96
"2731","Villarreal","La Liga","Arnaut Danjuma","NED","FW",30,45,66,39,59,71,64,88,90,36,36,41,89,87,81,85,96
"2732","Villarreal","La Liga","Alberto Del Moral","ESP","MF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2733","Villarreal","La Liga","Mamadou Fall","SEN","DF",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2734","Villarreal","La Liga","Kiko Femenía","ESP","DF",49,57,50,64,59,55,44,70,69,36,36,41,89,87,81,85,96
"2735","Villarreal","La Liga","Juan Foyth","ARG","DF",74,65,38,74,73,55,44,51,69,63,47,72,89,87,81,85,96
"2736","Villarreal","La Liga","Haissem Hassan","FRA","FW,MF",10,16,47,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2737","Villarreal","La Liga","Nicolas Jackson","SEN","FW",62,78,71,75,73,97,92,81,69,98,97,85,89,100,99,97,96
"2738","Villarreal","La Liga","Filip Jörgensen","DEN","GK",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2739","Villarreal","La Liga","Giovani Lo Celso","ARG","MF,FW",50,86,94,87,86,79,88,92,69,71,70,80,89,87,81,85,96
"2740","Villarreal","La Liga","José Luis Morales","ESP","FW,MF",53,65,59,61,59,92,88,70,69,77,75,72,89,87,99,85,96
"2741","Villarreal","La Liga","Aïssa Mandi","ALG","DF",58,38,21,41,73,55,44,51,69,63,53,72,89,87,81,85,96
"2742","Villarreal","La Liga","Johan Mojica","COL","DF",36,45,50,47,80,55,44,51,69,36,36,41,89,87,81,85,96
"2743","Villarreal","La Liga","Alberto Moreno","ESP","DF",53,62,53,66,80,71,64,51,69,63,56,72,89,87,81,85,96
"2744","Villarreal","La Liga","Gerard Moreno","ESP","FW",54,80,85,81,59,94,88,81,90,81,82,85,89,87,95,85,96
"2745","Villarreal","La Liga","Manu Morlanes","ESP","MF",18,20,34,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"2746","Villarreal","La Liga","Fernando Niño","ESP","MF,FW",6,16,91,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2747","Villarreal","La Liga","Daniel Parejo","ESP","MF",98,98,79,99,98,71,64,70,69,96,77,96,98,87,95,85,96
"2748","Villarreal","La Liga","Pascu","ESP","FW",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2749","Villarreal","La Liga","Alfonso Pedraza","ESP","DF",65,73,59,76,59,92,83,51,90,81,74,85,89,96,81,85,96
"2750","Villarreal","La Liga","Yeremi Pino","ESP","FW,MF",83,93,78,93,73,94,99,94,69,93,79,94,89,87,99,85,96
"2751","Villarreal","La Liga","Pepe Reina","ESP","GK",74,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2752","Villarreal","La Liga","Gerónimo Rulli","ARG","GK",54,16,11,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2753","Villarreal","La Liga","Ramón Terrats","ESP","MF",41,55,60,51,80,79,44,81,90,51,50,59,89,87,81,85,96
"2754","Villarreal","La Liga","Pau Torres","ESP","DF",95,76,36,80,59,55,88,88,69,51,37,41,89,87,81,97,96
"2755","Villarreal","La Liga","Manu Trigueros","ESP","MF",39,43,40,47,59,55,44,70,69,51,51,59,89,87,81,85,96
"2756","Werder Bremen","Bundesliga","Felix Agu","GER","DF,FW",9,26,98,27,73,55,44,51,69,36,36,41,89,87,81,85,96
"2757","Werder Bremen","Bundesliga","Leonardo Bittencourt","GER","MF,DF",65,74,60,70,73,79,64,98,99,71,60,72,89,87,81,97,96
"2758","Werder Bremen","Bundesliga","Lee Buchanan","ENG","DF,FW",30,34,38,39,59,55,44,51,69,36,36,41,89,87,81,85,96
"2759","Werder Bremen","Bundesliga","Oliver Burke","SCO","FW,MF",23,36,71,37,59,55,44,81,69,71,98,72,89,87,81,97,96
"2760","Werder Bremen","Bundesliga","Fabio Chiarodia","ITA","DF",11,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2761","Werder Bremen","Bundesliga","Eren Dinkçi","GER","FW,MF",22,36,79,34,59,79,64,51,69,51,84,59,89,87,81,85,96
"2762","Werder Bremen","Bundesliga","Marvin Ducksch","GER","FW",94,97,84,96,99,92,88,88,69,100,97,100,100,99,95,97,96
"2763","Werder Bremen","Bundesliga","Marco Friedl","AUT","DF",89,60,27,63,84,71,44,51,69,51,37,59,89,87,81,85,96
"2764","Werder Bremen","Bundesliga","Niclas Füllkrug","GER","FW",86,92,71,92,59,85,97,99,69,94,81,96,89,87,95,97,96
"2765","Werder Bremen","Bundesliga","Christian Groß","GER","MF",72,59,33,63,59,71,64,51,90,51,40,59,89,87,81,85,96
"2766","Werder Bremen","Bundesliga","Ilia Gruev","BUL","MF",64,60,38,61,86,55,44,70,69,71,60,80,89,87,81,85,96
"2767","Werder Bremen","Bundesliga","Anthony Jung","GER","DF,FW",89,74,39,82,73,71,44,70,69,89,69,94,89,87,81,85,96
"2768","Werder Bremen","Bundesliga","Jean-Manuel Mbom","GER","MF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2769","Werder Bremen","Bundesliga","Jiří Pavlenka","CZE","GK",95,23,12,27,59,55,44,51,69,51,37,59,89,87,81,85,96
"2770","Werder Bremen","Bundesliga","Maximilian Philipp","GER","FW,MF",29,45,70,39,73,71,75,81,69,71,94,72,96,87,81,85,96
"2771","Werder Bremen","Bundesliga","Amos Pieper","GER","DF",73,53,28,58,59,55,64,70,69,63,47,72,89,87,81,85,96
"2772","Werder Bremen","Bundesliga","Nicolai Rapp","GER","MF,DF",12,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2773","Werder Bremen","Bundesliga","Dikeni Salifou","TOG","MF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2774","Werder Bremen","Bundesliga","Romano Schmid","AUT","MF,FW",62,81,75,87,59,85,64,81,69,71,62,80,89,87,81,85,96
"2775","Werder Bremen","Bundesliga","Niklas Schmidt","GER","MF",49,82,91,84,73,89,83,88,69,71,70,59,89,87,95,97,96
"2776","Werder Bremen","Bundesliga","Jens Stage","DEN","MF",71,67,42,75,59,55,44,70,90,85,74,92,89,87,81,85,96
"2777","Werder Bremen","Bundesliga","Niklas Stark","GER","DF",77,42,19,47,59,55,44,51,69,36,36,41,89,87,81,85,96
"2778","Werder Bremen","Bundesliga","Miloš Veljković","SRB","DF",81,59,29,64,73,55,64,51,69,71,51,80,89,87,81,85,96
"2779","Werder Bremen","Bundesliga","Mitchell Weiser","GER","DF,FW",87,95,80,96,84,96,75,98,69,99,93,99,96,96,95,97,96
"2780","Werder Bremen","Bundesliga","Michael Zetterer","GER","GK",17,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2781","West Ham","Premier League","Nayef Aguerd","MAR","DF",64,46,26,50,73,55,64,51,69,36,36,41,89,87,81,85,96
"2782","West Ham","Premier League","Michail Antonio","JAM","FW",70,73,52,69,59,94,88,94,69,93,87,92,89,99,95,85,96
"2783","West Ham","Premier League","Alphonse Areola","FRA","GK",25,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2784","West Ham","Premier League","Saïd Benrahma","ALG","FW,MF",77,95,90,96,80,98,97,88,69,81,67,85,89,96,81,85,96
"2785","West Ham","Premier League","Jarrod Bowen","ENG","FW,MF",98,97,77,93,96,98,100,99,97,98,84,92,99,87,99,100,96
"2786","West Ham","Premier League","Maxwel Cornet","CIV","FW",22,32,61,30,59,71,44,51,90,36,36,41,89,87,81,85,96
"2787","West Ham","Premier League","Vladimír Coufal","CZE","DF",78,83,60,81,95,55,64,81,69,71,53,72,96,87,81,85,96
"2788","West Ham","Premier League","Conor Coventry","IRL","MF,FW",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2789","West Ham","Premier League","Aaron Cresswell","ENG","DF",80,91,76,87,98,55,75,70,69,51,38,41,96,87,81,85,96
"2790","West Ham","Premier League","Craig Dawson","ENG","DF",38,43,41,45,59,55,64,70,69,51,51,41,89,87,81,97,96
"2791","West Ham","Premier League","Flynn Downes","ENG","MF",39,45,42,41,59,55,83,81,69,36,36,41,89,87,81,85,96
"2792","West Ham","Premier League","Łukasz Fabiański","POL","GK",97,20,11,12,80,55,44,51,69,36,36,41,89,87,81,85,96
"2793","West Ham","Premier League","Pablo Fornals","ESP","FW,MF",62,86,84,89,86,71,83,51,90,71,62,72,89,96,81,85,96
"2794","West Ham","Premier League","Danny Ings","ENG","FW",40,43,39,47,59,71,44,51,69,71,80,80,89,87,81,85,96
"2795","West Ham","Premier League","Ben Johnson","ENG","DF",43,36,27,39,59,71,44,51,69,36,36,41,89,87,81,85,96
"2796","West Ham","Premier League","Thilo Kehrer","GER","DF",80,60,30,58,86,55,83,51,69,77,59,72,96,87,95,85,96
"2797","West Ham","Premier League","Manuel Lanzini","ARG","MF,FW",22,26,40,27,59,55,64,51,69,36,36,41,89,87,81,85,96
"2798","West Ham","Premier League","Divin Mubama","ENG","FW",9,20,95,18,59,71,44,51,69,36,36,41,89,87,81,85,96
"2799","West Ham","Premier League","Angelo Ogbonna","ITA","DF",54,32,18,34,59,55,44,51,90,36,36,41,89,87,81,85,96
"2800","West Ham","Premier League","Emerson Palmieri","ITA","DF",56,65,54,63,86,71,64,81,90,36,36,41,89,87,81,85,96
"2801","West Ham","Premier League","Lucas Paquetá","BRA","MF",78,93,82,93,73,89,97,96,99,97,91,92,89,96,100,99,96
"2802","West Ham","Premier League","Declan Rice","ENG","MF",99,96,72,99,91,71,64,81,99,85,59,92,89,87,81,85,96
"2803","West Ham","Premier League","Gianluca Scamacca","ITA","FW",45,60,64,63,59,71,75,51,90,51,48,59,89,87,81,85,96
"2804","West Ham","Premier League","Tomáš Souček","CZE","MF",93,83,45,85,59,55,97,70,97,71,48,72,89,87,95,85,96
"2805","West Ham","Premier League","Kurt Zouma","FRA","DF",74,38,17,39,73,55,64,51,69,63,47,59,89,87,95,85,96
"2806","Wolfsburg","Bundesliga","Lukáš Ambros","CZE","MF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2807","Wolfsburg","Bundesliga","Maximilian Arnold","GER","MF",92,93,71,85,99,71,83,81,69,94,78,89,99,87,95,97,96
"2808","Wolfsburg","Bundesliga","Ridle Baku","GER","DF,FW",89,89,61,90,80,89,88,92,69,89,69,89,89,96,95,85,96
"2809","Wolfsburg","Bundesliga","Sebastiaan Bornauw","BEL","DF",73,34,16,39,59,55,44,51,69,63,47,72,89,87,81,85,96
"2810","Wolfsburg","Bundesliga","Josip Brekalo","CRO","MF,FW",23,34,63,27,84,55,64,51,69,51,78,41,96,87,81,85,96
"2811","Wolfsburg","Bundesliga","Koen Casteels","BEL","GK",97,38,15,37,80,55,64,51,69,63,42,72,89,87,81,85,96
"2812","Wolfsburg","Bundesliga","Nicolas Cozza","FRA","DF",15,16,29,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2813","Wolfsburg","Bundesliga","Kilian Fischer","GER","DF,FW",31,34,36,34,59,71,44,70,69,51,62,41,89,87,81,97,96
"2814","Wolfsburg","Bundesliga","Bartol Franjić","CRO","MF",21,23,35,23,59,71,44,51,69,63,97,59,89,96,81,85,96
"2815","Wolfsburg","Bundesliga","Yannick Gerhardt","GER","MF",71,78,59,81,59,55,83,94,90,91,84,94,89,87,81,97,96
"2816","Wolfsburg","Bundesliga","Josuha Guilavogui","FRA","DF,MF",52,49,35,51,59,55,44,81,90,36,36,41,89,87,81,85,96
"2817","Wolfsburg","Bundesliga","Jakub Kamiński","POL","FW,DF",76,90,77,94,59,89,64,70,97,98,94,100,89,87,81,85,96
"2818","Wolfsburg","Bundesliga","Max Kruse","GER","MF,FW",23,40,82,41,59,71,64,51,69,51,78,59,89,87,81,85,96
"2819","Wolfsburg","Bundesliga","Maxence Lacroix","FRA","DF",65,45,25,50,73,55,44,51,69,36,36,41,89,87,81,85,96
"2820","Wolfsburg","Bundesliga","Omar Marmoush","EGY","FW",61,77,70,71,73,97,83,92,69,81,75,80,89,99,81,85,96
"2821","Wolfsburg","Bundesliga","Felix Nmecha","GER","MF",70,82,66,83,59,85,83,92,97,89,79,92,89,87,81,97,96
"2822","Wolfsburg","Bundesliga","Lukas Nmecha","GER","FW",44,63,71,55,73,71,83,97,69,63,65,41,89,87,95,97,96
"2823","Wolfsburg","Bundesliga","Paulo Otávio","BRA","DF",76,73,47,78,80,71,83,51,69,89,77,94,89,87,81,85,96
"2824","Wolfsburg","Bundesliga","Kevin Paredes","USA","FW,MF",32,61,92,66,59,71,44,81,69,77,96,85,89,87,81,85,96
"2825","Wolfsburg","Bundesliga","Dženan Pejčinović","GER","FW",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2826","Wolfsburg","Bundesliga","Maximilian Philipp","GER","FW",15,16,26,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2827","Wolfsburg","Bundesliga","Jérôme Roussillon","FRA","MF,DF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2828","Wolfsburg","Bundesliga","Mattias Svanberg","SWE","MF,FW",70,83,69,81,86,89,92,94,69,93,87,92,89,87,95,99,96
"2829","Wolfsburg","Bundesliga","Micky van de Ven","NED","DF",96,60,25,57,80,85,64,81,69,51,37,41,89,87,81,97,96
"2830","Wolfsburg","Bundesliga","Aster Vranckx","BEL","MF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2831","Wolfsburg","Bundesliga","Luca Waldschmidt","GER","FW,MF",32,38,43,39,59,55,75,51,69,51,60,59,89,87,81,85,96
"2832","Wolfsburg","Bundesliga","Patrick Wimmer","AUT","FW,MF",66,91,90,88,93,94,88,96,90,97,95,94,99,99,81,85,96
"2833","Wolfsburg","Bundesliga","Jonas Wind","DEN","FW",55,72,69,72,59,55,97,81,69,85,86,85,89,87,95,97,96
"2834","Wolves","Premier League","Rayan Aït Nouri","ALG","DF",49,59,53,53,80,89,64,81,69,36,36,41,89,87,81,85,96
"2835","Wolves","Premier League","Daniel Bentley","ENG","GK",19,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2836","Wolves","Premier League","Hugo Bueno","ESP","DF",56,66,57,66,91,55,64,51,69,51,43,59,89,87,81,85,96
"2837","Wolves","Premier League","Chem Campbell","WAL","FW,MF",12,20,66,18,59,71,44,51,69,36,36,41,89,87,81,85,96
"2838","Wolves","Premier League","Jonny Castro","ESP","DF",54,60,46,63,59,55,44,88,90,51,43,59,89,87,81,85,96
"2839","Wolves","Premier League","Nathan Collins","IRL","DF",70,42,20,41,59,71,44,81,69,36,36,41,89,87,81,85,96
"2840","Wolves","Premier League","Diego Costa","ESP","FW",54,59,45,55,59,85,83,81,69,51,43,59,89,87,81,85,96
"2841","Wolves","Premier League","Matheus Cunha","BRA","FW",46,56,54,57,73,71,64,81,69,36,36,41,89,87,81,85,96
"2842","Wolves","Premier League","Craig Dawson","ENG","DF",59,32,17,37,59,55,44,51,69,36,36,41,89,87,81,85,96
"2843","Wolves","Premier League","Leander Dendoncker","BEL","MF",21,26,46,27,59,55,44,51,90,36,36,41,89,87,81,85,96
"2844","Wolves","Premier League","Morgan Gibbs-White","ENG","FW,MF",19,26,55,23,73,71,44,51,69,36,36,41,89,87,81,85,96
"2845","Wolves","Premier League","João Gomes","BRA","MF",36,46,53,43,59,71,75,81,69,63,74,59,89,87,95,85,96
"2846","Wolves","Premier League","Toti Gomes","POR","DF",46,38,27,43,59,55,44,51,69,51,47,59,89,87,81,85,96
"2847","Wolves","Premier League","Gonçalo Guedes","POR","FW,MF",38,63,84,55,84,71,75,94,90,51,53,59,89,87,81,85,96
"2848","Wolves","Premier League","Hwang Hee-chan","KOR","FW,MF",51,66,65,70,59,79,64,81,69,63,59,72,89,87,81,85,96
"2849","Wolves","Premier League","Joseph Hodge","IRL","MF",18,20,32,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"2850","Wolves","Premier League","Raúl Jiménez","MEX","FW",42,52,52,50,59,71,83,81,69,63,66,59,89,87,95,85,96
"2851","Wolves","Premier League","Sasa Kalajdzic","AUT","FW",9,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"2852","Wolves","Premier League","Max Kilman","ENG","DF",99,59,22,63,59,55,75,70,69,63,40,59,89,87,95,85,96
"2853","Wolves","Premier League","Dexter Lembikisa","JAM","DF",8,16,89,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"2854","Wolves","Premier League","Mario Lemina","GAB","MF",55,36,20,37,59,55,44,51,97,63,55,59,89,87,81,85,100
"2855","Wolves","Premier League","João Moutinho","POR","MF",69,90,83,90,95,55,75,70,69,71,56,80,89,87,81,85,96
"2856","Wolves","Premier League","Pedro Neto","POR","FW,MF",46,76,88,67,90,79,88,94,90,85,93,85,89,87,95,97,96
"2857","Wolves","Premier League","Rúben Neves","POR","MF",96,93,65,92,94,85,88,88,100,71,47,72,96,87,81,85,96
"2858","Wolves","Premier League","Matheus Nunes","POR","MF",86,87,59,90,80,89,75,81,69,81,62,80,89,99,81,85,96
